Date,Symbol,Type,Premium,Spot Price,Strike Price,Price,Bid,Ask,Contracts,Open Interest,Order Type,Expiring,Golden Sweep,Highly Unusual,Unusual,Aggressive,Sales Flow,Bid/Ask,Delta,IV,ExpiryDate,BidAskSpread,ExpiresInDays
2025-03-04 21:12:58,SPY,CALL,261500.0,579.02,610,26.15,26.15,26.23,100,4003,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,0.4641,0.1577,2025-12-19,0.08,289
2025-03-04 21:12:50,IWM,PUT,401799.0,207.38,197,2.01,1.97,2.01,1999,7911,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.2278,0.3325,2025-03-21,0.04,16
2025-03-04 21:12:37,IWM,PUT,349000.0,207.4309,197,3.49,3.49,3.56,1000,1616,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.2727,0.2794,2025-04-17,0.07,43
2025-03-04 21:12:31,QQQ,CALL,124320.0,498.0637,497,4.44,4.43,4.44,280,714,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.5507,0.3676,2025-03-05,0.01,0
2025-03-04 21:12:21,SPY,PUT,113475.0,579.1,575,12.75,12.75,12.79,89,26267,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.4354,0.1934,2025-04-17,0.04,43
2025-03-04 21:12:18,QQQ,PUT,308125.0,497.9,502,7.25,7.24,7.25,425,531,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.6188,0.3392,2025-03-06,0.01,1
2025-03-04 21:12:13,QQQ,CALL,50323.0,497.7542,497,0.79,0.78,0.79,637,2650,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.8839,0.2184,2025-03-04,0.01,0
2025-03-04 21:12:11,QQQ,CALL,108151.0,497.751,497,0.7935,0.83,0.96,1363,2650,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,0.8333,0.2685,2025-03-04,0.13,0
2025-03-04 21:11:46,SPY,PUT,114810.0,578.68,575,12.9,12.9,12.94,89,26267,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.4398,0.193,2025-04-17,0.04,43
2025-03-04 21:11:34,SPX,PUT,151200.0,5794.5196,5750,18,18.1,18.5,84,1624,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,-0.3091,0.2995,2025-03-05,0.4,0
2025-03-04 21:11:16,SPY,PUT,650000.0,578.3203,550,3.25,3.22,3.25,2000,80217,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.181,0.2618,2025-03-21,0.03,16
2025-03-04 21:11:07,SPY,PUT,118965.0,578.2193,583,11.33,9.62,11.33,105,0,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,-0.5607,0.2055,2025-03-18,1.71,13
2025-03-04 21:11:01,SPY,PUT,637000.0,578.135,549,6.37,6.37,6.44,1000,1693,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.2343,0.2271,2025-04-17,0.07,43
2025-03-04 21:10:58,SPX,CALL,53300.0,5799.0028,6105,2.6,2.6,2.9,205,44,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,0.0401,0.148,2025-03-18,0.3,13
2025-03-04 21:10:29,IWM,CALL,284375.0,207.12,230,2.8438,2.83,2.93,1000,43014,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,TB,0.2244,0.2121,2025-06-20,0.1,107
2025-03-04 21:10:23,QQQ,PUT,146000.0,496.9195,490,1.46,1.46,1.49,1000,3080,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.2425,0.3882,2025-03-05,0.03,0
2025-03-04 21:10:05,SPY,PUT,216480.0,578.0301,587,13.53,11.72,14.38,160,0,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,TA,-0.6386,0.196,2025-03-18,2.66,13
2025-03-04 21:09:36,SPX,PUT,505400.0,5802.4034,5750,38,38,38.3,133,3006,Sweep,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.3635,0.288,2025-03-07,0.3,2
2025-03-04 21:09:29,SPY,CALL,186615.0,578.5151,625,18.85,18.82,18.85,99,310,Block,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.3826,0.1473,2025-12-31,0.03,301
2025-03-04 21:09:29,QQQ,CALL,195000.0,497.2993,493,6.5,6.48,6.5,300,94,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.6742,0.3774,2025-03-05,0.02,0
2025-03-04 21:09:28,SPY,CALL,51285.0,578.395,579,0.22,0.21,0.22,2331,3958,Sweep,,FALSE,FALSE,FALSE,FALSE,FALSE,A,0.3004,0.3193,2025-03-04,0.01,0
2025-03-04 21:09:24,SPY,PUT,115255.0,578.4373,575,12.95,12.95,13.04,89,26267,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,B,-0.4422,0.1922,2025-04-17,0.09,43
2025-03-04 21:09:17,SPY,PUT,107900.0,578.39,575,10.79,10.82,11,100,26950,Block,,FALSE,FALSE,FALSE,FALSE,TRUE,BB,-0.4462,0.201,2025-03-31,0.18,26
